CITY,DATE,DEWP,DEWP_ATTRIBUTES,ELEVATION,FRSHTT,GUST,LATITUDE,LONGITUDE,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,MXSPD,NAME,PRCP,PRCP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,SNDP,STATION,STP,STP_ATTRIBUTES,TEMP,TEMP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES
Dallas,2025-02-09,38.3,24.0,165.7,010000,27.0,32.89744,-97.02196,57.0,,43.0,,19.0,"DAL FTW WSCMO AIRPORT, TX US",0.0,,1019.6,21.0,,72259003927,998.8,24.0,48.4,24.0,9.3,24.0,10.8,24.0
Dallas,2025-02-10,38.8,24.0,165.7,010000,,32.89744,-97.02196,50.0,,39.9,,12.0,"DAL FTW WSCMO AIRPORT, TX US",0.03,,1024.4,18.0,,72259003927,2.6,24.0,42.3,24.0,6.5,24.0,8.3,24.0
Dallas,2025-02-11,39.6,24.0,165.7,010010,,32.89744,-97.02196,45.0,,41.0,,13.0,"DAL FTW WSCMO AIRPORT, TX US",0.38,,1015.8,19.0,,72259003927,994.5,24.0,42.9,24.0,6.7,24.0,6.9,24.0
Dallas,2025-02-12,37.2,24.0,165.7,010010,35.0,32.89744,-97.02196,45.0,,37.9,,26.0,"DAL FTW WSCMO AIRPORT, TX US",0.83,,1010.1,20.0,,72259003927,987.9,24.0,41.4,24.0,8.2,24.0,10.1,24.0
Dallas,2025-02-13,18.3,24.0,165.7,000000,22.0,32.89744,-97.02196,45.0,,21.9,,19.0,"DAL FTW WSCMO AIRPORT, TX US",0.8,,1025.8,24.0,,72259003927,4.1,24.0,30.1,24.0,10.0,24.0,13.3,24.0
Dallas,2025-02-14,27.5,24.0,165.7,010000,,32.89744,-97.02196,55.0,,23.2,,13.0,"DAL FTW WSCMO AIRPORT, TX US",0.0,,1027.5,24.0,,72259003927,4.9,24.0,41.0,24.0,9.8,24.0,6.2,24.0
Dallas,2025-02-15,46.8,24.0,165.7,110000,35.0,32.89744,-97.02196,72.0,,36.0,,26.0,"DAL FTW WSCMO AIRPORT, TX US",0.01,,1010.7,22.0,,72259003927,989.3,22.0,52.0,24.0,6.6,24.0,10.3,24.0
Dallas,2025-02-16,24.1,24.0,165.7,000000,33.0,32.89744,-97.02196,52.0,,30.0,,22.0,"DAL FTW WSCMO AIRPORT, TX US",0.0,,1023.0,21.0,,72259003927,0.4,24.0,38.2,24.0,10.0,24.0,15.6,24.0
Dallas,2025-02-17,22.8,24.0,165.7,000000,20.0,32.89744,-97.02196,55.9,,28.9,,14.0,"DAL FTW WSCMO AIRPORT, TX US",0.0,,1023.9,24.0,,72259003927,1.5,24.0,39.6,24.0,10.0,24.0,7.4,24.0
Dallas,2025-02-18,39.1,24.0,165.7,010000,32.1,32.89744,-97.02196,55.9,,30.0,,22.9,"DAL FTW WSCMO AIRPORT, TX US",0.0,,1016.2,23.0,,72259003927,994.7,24.0,47.5,24.0,7.5,24.0,10.9,24.0
Dallas,2025-02-19,11.5,24.0,165.7,001000,31.1,32.89744,-97.02196,30.0,,12.9,,24.1,"DAL FTW WSCMO AIRPORT, TX US",0.01,,1031.1,22.0,,72259003927,8.5,24.0,18.9,24.0,8.0,24.0,19.3,24.0
Dallas,2025-02-20,6.5,24.0,165.7,000000,24.1,32.89744,-97.02196,30.9,,12.0,,17.1,"DAL FTW WSCMO AIRPORT, TX US",0.0,,1036.1,23.0,,72259003927,13.4,24.0,20.2,24.0,10.0,24.0,13.0,24.0
Dallas,2025-02-21,9.6,24.0,165.7,000000,,32.89744,-97.02196,33.1,,12.9,,9.9,"DAL FTW WSCMO AIRPORT, TX US",0.0,,1035.3,24.0,,72259003927,12.6,24.0,26.3,24.0,10.0,24.0,6.8,24.0
Dallas,2025-02-22,13.1,24.0,165.7,000000,,32.89744,-97.02196,51.1,,21.9,,7.0,"DAL FTW WSCMO AIRPORT, TX US",0.0,,1031.1,24.0,,72259003927,8.5,24.0,36.1,24.0,10.0,24.0,2.1,24.0
Dallas,2025-02-23,32.3,24.0,165.7,010010,,32.89744,-97.02196,64.9,,28.2,,7.0,"DAL FTW WSCMO AIRPORT, TX US",0.04,,1022.0,24.0,,72259003927,0.2,24.0,47.5,24.0,9.2,24.0,3.9,24.0
Dallas,2025-02-24,42.8,24.0,165.7,100000,20.0,32.89744,-97.02196,73.0,,39.9,,12.0,"DAL FTW WSCMO AIRPORT, TX US",0.03,,1016.6,22.0,,72259003927,995.0,20.0,52.5,24.0,7.7,24.0,6.7,24.0
Dallas,2025-02-25,45.5,24.0,165.7,000000,18.1,32.89744,-97.02196,79.0,,39.9,,14.0,"DAL FTW WSCMO AIRPORT, TX US",0.0,,1013.3,24.0,,72259003927,991.9,24.0,60.3,24.0,9.9,24.0,6.8,24.0
Dallas,2025-02-26,51.0,24.0,165.7,000000,22.0,32.89744,-97.02196,81.0,,45.0,,17.1,"DAL FTW WSCMO AIRPORT, TX US",0.0,,1009.7,24.0,,72259003927,988.7,24.0,66.3,24.0,10.0,24.0,10.0,24.0
Dallas,2025-02-27,37.7,24.0,165.7,010010,28.9,32.89744,-97.02196,81.0,,52.0,,19.0,"DAL FTW WSCMO AIRPORT, TX US",0.01,,1020.2,22.0,,72259003927,999.0,23.0,62.6,24.0,10.0,24.0,11.0,24.0
Dallas,2025-02-28,31.5,21.0,165.7,000000,20.0,32.89744,-97.02196,75.0,,42.1,,14.0,"DAL FTW WSCMO AIRPORT, TX US",0.0,,1019.9,21.0,,72259003927,998.4,21.0,57.0,21.0,10.0,21.0,5.3,21.0
DC,2025-01-01,36.3,24.0,4.1,000000,47.0,38.84721,-77.03454,63.0,,39.9,,26.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.39,,1005.5,24.0,,72405013743,4.6,20.0,48.7,24.0,9.9,24.0,10.6,24.0
DC,2025-01-02,18.1,24.0,4.1,000000,31.1,38.84721,-77.03454,52.0,,37.0,,15.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1018.9,24.0,,72405013743,16.6,24.0,40.8,24.0,10.0,24.0,10.8,24.0
DC,2025-01-03,21.3,24.0,4.1,011000,35.0,38.84721,-77.03454,46.0,,32.0,,26.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1017.6,23.0,,72405013743,14.9,24.0,37.6,24.0,9.7,24.0,7.3,24.0
DC,2025-01-04,11.6,24.0,4.1,000000,38.1,38.84721,-77.03454,46.0,,28.9,,21.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.04,,1017.5,24.0,,72405013743,15.2,24.0,31.6,24.0,10.0,24.0,14.4,24.0
DC,2025-01-05,6.3,24.0,4.1,000000,22.9,38.84721,-77.03454,37.0,,24.1,,17.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1022.2,24.0,3.9,72405013743,20.0,24.0,29.7,24.0,10.0,24.0,7.4,24.0
DC,2025-01-06,19.9,24.0,4.1,111000,,38.84721,-77.03454,37.0,,24.1,,12.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.49,,1018.2,10.0,5.9,72405013743,11.3,24.0,30.4,24.0,4.2,24.0,7.2,24.0
DC,2025-01-07,17.7,24.0,4.1,001000,32.1,38.84721,-77.03454,35.1,,21.9,,22.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.81,,1016.1,21.0,5.1,72405013743,12.6,24.0,28.9,24.0,8.6,24.0,13.1,24.0
DC,2025-01-08,13.0,24.0,4.1,000000,29.9,38.84721,-77.03454,34.0,,26.1,,18.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1020.4,24.0,3.9,72405013743,18.2,24.0,29.5,24.0,10.0,24.0,12.1,24.0
DC,2025-01-09,6.9,24.0,4.1,000000,40.0,38.84721,-77.03454,34.0,,23.0,,25.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1017.3,24.0,3.1,72405013743,15.0,24.0,27.9,24.0,10.0,24.0,13.7,24.0
DC,2025-01-10,7.0,24.0,4.1,000000,24.1,38.84721,-77.03454,36.0,,23.0,,15.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1018.9,24.0,3.1,72405013743,16.6,24.0,29.5,24.0,10.0,24.0,9.5,24.0
DC,2025-01-11,20.3,24.0,4.1,101000,26.0,38.84721,-77.03454,39.0,,25.0,,15.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.07,,1006.8,17.0,3.9,72405013743,3.4,24.0,32.9,24.0,8.5,24.0,8.4,24.0
DC,2025-01-12,19.4,24.0,4.1,000000,,38.84721,-77.03454,44.1,,28.0,,12.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1016.5,24.0,2.0,72405013743,14.2,24.0,34.8,24.0,9.9,24.0,5.1,24.0
DC,2025-01-13,22.6,24.0,4.1,000000,18.1,38.84721,-77.03454,51.1,,28.0,,11.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1017.3,24.0,1.2,72405013743,15.1,24.0,36.2,24.0,10.0,24.0,5.0,24.0
DC,2025-01-14,11.6,24.0,4.1,000000,25.1,38.84721,-77.03454,51.1,,28.0,,19.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1019.7,24.0,1.2,72405013743,17.4,24.0,35.1,24.0,10.0,24.0,8.9,24.0
DC,2025-01-15,8.7,24.0,4.1,000000,29.9,38.84721,-77.03454,39.0,,23.0,,22.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1025.4,24.0,1.2,72405013743,23.2,24.0,28.6,24.0,10.0,24.0,12.9,24.0
DC,2025-01-16,12.3,24.0,4.1,001000,15.9,38.84721,-77.03454,37.0,,19.9,,12.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1019.8,23.0,,72405013743,17.2,24.0,27.5,24.0,10.0,24.0,6.6,24.0
DC,2025-01-17,24.4,24.0,4.1,001000,,38.84721,-77.03454,46.0,,19.9,,9.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.01,,1017.4,24.0,,72405013743,15.1,24.0,36.9,24.0,9.7,24.0,5.0,24.0
DC,2025-01-18,28.5,24.0,4.1,010000,,38.84721,-77.03454,46.0,,30.0,,11.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1014.7,24.0,,72405013743,12.4,24.0,38.0,24.0,10.0,24.0,7.3,24.0
DC,2025-01-19,32.2,24.0,4.1,111000,31.1,38.84721,-77.03454,46.0,,32.0,,20.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.02,,1009.1,20.0,,72405013743,6.5,24.0,37.3,24.0,7.6,24.0,4.7,24.0
DC,2025-01-20,12.4,24.0,4.1,001000,28.0,38.84721,-77.03454,41.0,,21.0,,18.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.23,,1023.5,24.0,,72405013743,20.3,24.0,27.3,24.0,10.0,24.0,11.5,24.0
DC,2025-01-21,-1.4,24.0,4.1,000000,20.0,38.84721,-77.03454,28.9,,16.0,,13.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1035.3,24.0,,72405013743,33.0,24.0,18.8,24.0,10.0,24.0,7.4,24.0
DC,2025-01-22,-1.4,24.0,4.1,000000,,38.84721,-77.03454,25.0,,15.1,,13.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1033.5,24.0,,72405013743,31.2,24.0,20.0,24.0,10.0,24.0,6.4,24.0
DC,2025-01-23,6.7,24.0,4.1,000000,,38.84721,-77.03454,30.9,,15.1,,8.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1027.8,24.0,,72405013743,25.6,24.0,21.6,24.0,10.0,24.0,4.3,24.0
DC,2025-01-24,14.7,24.0,4.1,000000,,38.84721,-77.03454,41.0,,15.1,,9.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1023.3,24.0,,72405013743,21.1,24.0,29.0,24.0,10.0,24.0,4.5,24.0
DC,2025-01-25,16.1,24.0,4.1,000000,20.0,38.84721,-77.03454,42.1,,19.9,,13.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1027.7,24.0,,72405013743,25.4,24.0,31.0,24.0,10.0,24.0,5.3,24.0
DC,2025-01-26,17.1,24.0,4.1,000000,,38.84721,-77.03454,51.1,,21.9,,7.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1023.4,24.0,,72405013743,21.1,24.0,38.9,24.0,10.0,24.0,4.8,24.0
DC,2025-01-27,21.2,24.0,4.1,000000,,38.84721,-77.03454,51.1,,27.0,,9.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1018.8,24.0,,72405013743,16.4,24.0,37.0,24.0,10.0,24.0,4.1,24.0
DC,2025-01-28,22.6,24.0,4.1,000000,27.0,38.84721,-77.03454,54.0,,27.0,,18.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1007.1,24.0,,72405013743,4.8,24.0,41.1,24.0,10.0,24.0,7.0,24.0
DC,2025-01-29,23.8,24.0,4.1,000000,33.0,38.84721,-77.03454,64.0,,33.1,,20.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1003.3,24.0,,72405013743,1.0,24.0,48.1,24.0,10.0,24.0,9.3,24.0
DC,2025-01-30,22.2,24.0,4.1,000000,25.1,38.84721,-77.03454,64.0,,33.1,,15.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1019.7,23.0,,72405013743,17.2,24.0,46.3,24.0,10.0,24.0,6.2,24.0
DC,2025-01-31,37.9,24.0,4.1,110000,21.0,38.84721,-77.03454,54.0,,33.1,,17.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.05,,1016.2,19.0,,72405013743,13.3,24.0,45.8,24.0,9.0,24.0,7.3,24.0
DC,2025-02-01,35.9,24.0,4.1,110000,31.1,38.84721,-77.03454,54.0,,39.0,,20.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.72,,1016.5,20.0,,72405013743,11.3,24.0,49.2,24.0,8.2,24.0,11.2,24.0
DC,2025-02-02,14.6,24.0,4.1,000000,,38.84721,-77.03454,53.1,,27.0,,13.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1031.0,24.0,,72405013743,28.7,24.0,33.6,24.0,10.0,24.0,6.7,24.0
DC,2025-02-03,31.0,24.0,4.1,000000,,38.84721,-77.03454,53.1,,27.0,,8.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1020.8,24.0,,72405013743,18.5,24.0,40.7,24.0,10.0,24.0,4.2,24.0
DC,2025-02-04,36.5,24.0,4.1,000000,29.9,38.84721,-77.03454,64.0,,33.1,,21.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1013.7,24.0,,72405013743,11.4,24.0,51.0,24.0,10.0,24.0,9.2,24.0
DC,2025-02-05,17.4,24.0,4.1,000000,,38.84721,-77.03454,46.9,,37.0,,13.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1027.4,24.0,,72405013743,25.2,24.0,39.9,24.0,10.0,24.0,6.4,24.0
DC,2025-02-06,31.0,24.0,4.1,010000,20.0,38.84721,-77.03454,48.0,,34.0,,13.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.68,,1020.5,13.0,,72405013743,17.1,24.0,37.8,24.0,8.1,24.0,6.9,24.0
DC,2025-02-07,28.6,24.0,4.1,100000,27.0,38.84721,-77.03454,54.0,,34.0,,18.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.22,,1014.9,23.0,,72405013743,11.9,24.0,46.6,24.0,9.3,24.0,8.7,24.0
DC,2025-02-08,21.2,24.0,4.1,011000,,38.84721,-77.03454,54.0,,33.1,,8.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1024.5,21.0,,72405013743,22.1,24.0,37.7,24.0,9.9,24.0,5.5,24.0
DC,2025-02-09,30.0,24.0,4.1,010000,26.0,38.84721,-77.03454,48.0,,33.1,,18.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.05,,1017.3,22.0,,72405013743,14.1,24.0,39.5,24.0,8.4,24.0,8.8,24.0
DC,2025-02-10,21.1,24.0,4.1,000000,18.1,38.84721,-77.03454,48.0,,34.0,,13.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1028.3,24.0,,72405013743,26.0,24.0,40.5,24.0,10.0,24.0,8.5,24.0
DC,2025-02-11,19.1,24.0,4.1,101000,,38.84721,-77.03454,46.9,,30.9,,9.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1029.8,22.0,3.1,72405013743,27.2,24.0,35.6,24.0,8.4,24.0,5.0,24.0
DC,2025-02-12,29.0,24.0,4.1,011000,,38.84721,-77.03454,36.0,,30.2,,9.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.62,,1022.4,15.0,2.0,72405013743,20.2,24.0,33.5,24.0,3.4,24.0,6.7,24.0
DC,2025-02-13,35.0,24.0,4.1,010000,49.0,38.84721,-77.03454,57.0,,32.0,,20.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.31,,1015.3,15.0,,72405013743,12.6,24.0,40.3,24.0,5.7,24.0,5.7,24.0
DC,2025-02-14,13.5,24.0,4.1,000000,28.0,38.84721,-77.03454,57.0,,33.1,,20.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.19,,1032.3,24.0,2.0,72405013743,30.0,24.0,38.8,24.0,10.0,24.0,10.8,24.0
DC,2025-02-15,22.2,24.0,4.1,011000,,38.84721,-77.03454,44.1,,33.1,,15.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1031.3,20.0,,72405013743,27.5,24.0,37.6,24.0,9.1,24.0,5.5,24.0
DC,2025-02-16,40.2,24.0,4.1,110000,44.1,38.84721,-77.03454,66.0,,35.1,,22.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.55,,1002.5,17.0,,72405013743,999.8,24.0,45.9,24.0,6.1,24.0,8.4,24.0
DC,2025-02-17,14.8,24.0,4.1,000000,52.1,38.84721,-77.03454,46.9,,33.1,,26.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.39,,1012.4,24.0,,72405013743,9.7,24.0,39.1,24.0,10.0,24.0,17.5,24.0
DC,2025-02-18,3.1,24.0,4.1,000000,22.9,38.84721,-77.03454,44.1,,27.0,,14.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1023.4,24.0,,72405013743,21.1,24.0,32.3,24.0,10.0,24.0,10.0,24.0
DC,2025-02-19,2.9,24.0,4.1,001000,,38.84721,-77.03454,37.9,,21.0,,17.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1029.1,20.0,,72405013743,26.8,24.0,24.1,24.0,9.7,24.0,9.6,24.0
DC,2025-02-20,8.2,24.0,4.1,001000,36.9,38.84721,-77.03454,32.0,,21.0,,20.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1020.6,24.0,,72405013743,18.3,24.0,27.0,24.0,10.0,24.0,11.7,24.0
DC,2025-02-21,8.3,24.0,4.1,000000,33.0,38.84721,-77.03454,41.0,,24.1,,20.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1025.7,24.0,,72405013743,23.4,24.0,31.3,24.0,10.0,24.0,14.9,24.0
DC,2025-02-22,13.7,24.0,4.1,000000,21.0,38.84721,-77.03454,43.0,,24.1,,15.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1030.0,24.0,,72405013743,27.8,24.0,33.1,24.0,10.0,24.0,7.6,24.0
DC,2025-02-23,18.4,24.0,4.1,000000,19.0,38.84721,-77.03454,54.0,,24.1,,11.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1022.2,24.0,,72405013743,19.9,24.0,40.0,24.0,10.0,24.0,5.3,24.0
DC,2025-02-24,25.0,24.0,4.1,000000,17.1,38.84721,-77.03454,57.9,,27.0,,11.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1018.4,24.0,,72405013743,16.1,24.0,44.4,24.0,10.0,24.0,5.0,24.0
DC,2025-02-25,30.9,24.0,4.1,000000,17.1,38.84721,-77.03454,69.1,,35.1,,11.1,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1010.1,24.0,,72405013743,7.8,24.0,51.1,24.0,10.0,24.0,5.7,24.0
DC,2025-02-26,34.3,24.0,4.1,000000,21.0,38.84721,-77.03454,69.1,,37.0,,14.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1012.4,24.0,,72405013743,10.0,24.0,52.5,24.0,10.0,24.0,6.6,24.0
DC,2025-02-27,38.7,24.0,4.1,010000,33.0,38.84721,-77.03454,68.0,,37.0,,22.0,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.0,,1008.2,24.0,,72405013743,5.8,24.0,55.0,24.0,10.0,24.0,6.4,24.0
DC,2025-02-28,26.8,21.0,4.1,000000,22.9,38.84721,-77.03454,57.9,,46.0,,15.9,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",0.02,,1008.7,21.0,,72405013743,6.3,21.0,51.8,21.0,10.0,21.0,9.5,21.0
Denver,2025-01-01,11.8,24.0,1789.2,001000,,39.5599,-104.84843,44.1,,16.0,,9.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1022.8,21.0,,72466693067,821.0,17.0,27.1,24.0,10.0,24.0,6.1,24.0
Denver,2025-01-02,14.9,24.0,1789.2,000000,26.0,39.5599,-104.84843,51.1,,16.0,,18.1,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1019.9,24.0,,72466693067,820.9,24.0,34.5,24.0,10.0,24.0,7.6,24.0
Denver,2025-01-03,18.6,24.0,1789.2,000000,,39.5599,-104.84843,55.9,,21.9,,14.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1022.2,24.0,,72466693067,823.6,24.0,37.5,24.0,10.0,24.0,5.5,24.0
Denver,2025-01-04,19.7,24.0,1789.2,100000,,39.5599,-104.84843,39.0,,19.9,,9.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1015.4,19.0,,72466693067,816.3,24.0,24.9,24.0,5.1,24.0,4.8,24.0
Denver,2025-01-05,16.6,24.0,1789.2,101000,,39.5599,-104.84843,32.0,,16.0,,8.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1021.8,20.0,,72466693067,819.5,24.0,21.5,24.0,4.9,24.0,4.6,24.0
Denver,2025-01-06,14.3,24.0,1789.2,000000,,39.5599,-104.84843,36.0,,14.0,,8.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1025.8,24.0,,72466693067,823.6,24.0,25.2,24.0,10.0,24.0,4.3,24.0
Denver,2025-01-07,18.6,24.0,1789.2,001000,,39.5599,-104.84843,36.0,,14.0,,8.9,"DENVER CENTENNIAL AIRPORT, CO US",0.03,,1029.5,14.0,,72466693067,827.5,24.0,22.9,24.0,5.0,24.0,4.4,24.0
Denver,2025-01-08,8.4,24.0,1789.2,000000,,39.5599,-104.84843,41.0,,6.1,,9.9,"DENVER CENTENNIAL AIRPORT, CO US",0.02,,1031.2,23.0,,72466693067,826.8,24.0,20.5,24.0,10.0,24.0,5.2,24.0
Denver,2025-01-09,15.7,24.0,1789.2,101000,41.0,39.5599,-104.84843,41.0,,6.1,,29.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1023.0,18.0,,72466693067,822.1,24.0,24.6,24.0,7.6,24.0,10.0,24.0
Denver,2025-01-10,5.3,24.0,1789.2,000000,,39.5599,-104.84843,42.1,,6.1,,11.1,"DENVER CENTENNIAL AIRPORT, CO US",0.02,,1026.1,24.0,,72466693067,822.9,24.0,21.1,24.0,10.0,24.0,6.4,24.0
Denver,2025-01-11,17.6,24.0,1789.2,000000,26.0,39.5599,-104.84843,43.0,,30.0,,18.1,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1008.0,24.0,,72466693067,811.7,24.0,36.7,24.0,10.0,24.0,7.6,24.0
Denver,2025-01-12,8.3,24.0,1789.2,000000,,39.5599,-104.84843,43.0,,12.9,,9.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1018.6,24.0,,72466693067,818.3,24.0,23.9,24.0,10.0,24.0,4.8,24.0
Denver,2025-01-13,7.1,24.0,1789.2,000000,,39.5599,-104.84843,36.0,,10.0,,13.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1024.9,24.0,,72466693067,822.6,24.0,22.5,24.0,10.0,24.0,5.4,24.0
Denver,2025-01-14,4.2,24.0,1789.2,000000,,39.5599,-104.84843,37.0,,10.0,,8.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1027.6,24.0,,72466693067,824.7,24.0,23.2,24.0,10.0,24.0,5.4,24.0
Denver,2025-01-15,5.2,24.0,1789.2,000000,,39.5599,-104.84843,46.9,,10.9,,8.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1030.3,24.0,,72466693067,827.5,24.0,27.1,24.0,10.0,24.0,4.9,24.0
Denver,2025-01-16,16.6,24.0,1789.2,000000,,39.5599,-104.84843,57.9,,12.9,,8.9,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1024.3,24.0,,72466693067,825.0,24.0,38.1,24.0,10.0,24.0,5.7,24.0
Denver,2025-01-17,12.3,24.0,1789.2,001000,27.0,39.5599,-104.84843,57.9,,21.9,,17.1,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1005.7,22.0,,72466693067,811.7,24.0,39.5,24.0,9.9,24.0,8.4,24.0
Denver,2025-01-18,10.1,24.0,1789.2,101000,22.0,39.5599,-104.84843,27.0,,7.0,,14.0,"DENVER CENTENNIAL AIRPORT, CO US",0.03,,1023.6,12.0,,72466693067,820.3,24.0,14.9,24.0,1.8,24.0,8.3,24.0
Denver,2025-01-19,-4.6,24.0,1789.2,001000,,39.5599,-104.84843,17.1,,-7.1,,11.1,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1030.1,22.0,,72466693067,822.6,24.0,4.4,24.0,9.1,24.0,5.9,24.0
Denver,2025-01-20,-4.5,24.0,1789.2,001000,19.0,39.5599,-104.84843,17.1,,-7.1,,13.0,"DENVER CENTENNIAL AIRPORT, CO US",0.01,,1032.6,21.0,,72466693067,824.5,24.0,3.6,24.0,6.8,24.0,5.1,24.0
Denver,2025-01-21,-6.2,24.0,1789.2,000000,29.9,39.5599,-104.84843,43.0,,-6.0,,21.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1030.1,24.0,,72466693067,823.2,24.0,15.5,24.0,10.0,24.0,8.6,24.0
Denver,2025-01-22,2.2,24.0,1789.2,001000,33.0,39.5599,-104.84843,37.9,,23.0,,22.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1022.9,23.0,,72466693067,822.7,24.0,28.0,24.0,9.9,24.0,14.5,24.0
Denver,2025-01-23,-1.6,24.0,1789.2,000000,,39.5599,-104.84843,32.0,,6.1,,8.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1032.9,24.0,,72466693067,828.3,24.0,19.3,24.0,10.0,24.0,4.5,24.0
Denver,2025-01-24,7.8,24.0,1789.2,000000,15.9,39.5599,-104.84843,48.0,,6.1,,12.0,"DENVER CENTENNIAL AIRPORT, CO US",0.0,,1019.0,24.0,,72466693067,818.9,24.0,31.5,24.0,10.0,24.0,7.2,24.0
